time,sim_1
1.000000000000000000e+00,3.207986204679777842e+01
2.000000000000000000e+00,6.504202151039307012e+01
3.000000000000000000e+00,7.491179689801154495e+01
4.000000000000000000e+00,4.971367391806084868e+01
5.000000000000000000e+00,6.601836773923771773e+00
6.000000000000000000e+00,3.957131917063108517e+00
7.000000000000000000e+00,2.311715562010522262e+01
8.000000000000000000e+00,8.505689830471136759e+01
9.000000000000000000e+00,1.495081922231953797e+02
1.000000000000000000e+01,1.400710162773447962e+02
1.100000000000000000e+01,6.140955219572374801e+01
1.200000000000000000e+01,1.513785713449128600e+01
1.300000000000000000e+01,2.503621844750268721e+00
1.400000000000000000e+01,6.112297289671766998e-02
1.500000000000000000e+01,6.088560669127571323e+00
1.600000000000000000e+01,3.866640314390664201e+01
1.700000000000000000e+01,7.388029183422327151e+01
1.800000000000000000e+01,8.278692350241784936e+01
1.900000000000000000e+01,5.245485515999024528e+01
2.000000000000000000e+01,5.668144829886322178e+00
2.100000000000000000e+01,2.655537358416871996e+00
2.200000000000000000e+01,1.464488749598124606e+01
2.300000000000000000e+01,5.875241342313424298e+01
2.400000000000000000e+01,1.099070808230624152e+02
2.500000000000000000e+01,1.085965032248403190e+02
2.600000000000000000e+01,5.189998116370230719e+01
2.700000000000000000e+01,6.087375232355123345e+00
2.800000000000000000e+01,4.317092678199754840e-02
2.900000000000000000e+01,2.590852783372710189e+00
3.000000000000000000e+01,2.243452999698104122e+01
3.100000000000000000e+01,5.802120535281404301e+01
3.200000000000000000e+01,7.209867003702611044e+01
3.300000000000000000e+01,5.296135247503254107e+01
3.400000000000000000e+01,1.164253641936381634e+01
3.500000000000000000e+01,5.575716745778047212e+00
3.600000000000000000e+01,4.029114872869801900e+01
3.700000000000000000e+01,1.304110186455034182e+02
3.800000000000000000e+01,2.243162302079356891e+02
3.900000000000000000e+01,2.109915029836031408e+02
4.000000000000000000e+01,1.078002614229134508e+02
4.100000000000000000e+01,4.951723116915233902e+01
4.200000000000000000e+01,2.255339135839549769e+01
4.300000000000000000e+01,1.012095660884872039e+01
4.400000000000000000e+01,4.171801098282739595e+00
4.500000000000000000e+01,2.037452183867339173e+00
4.600000000000000000e+01,3.475860522436834543e+01
4.700000000000000000e+01,9.233835309146583370e+01
4.800000000000000000e+01,1.361948846950827487e+02
4.900000000000000000e+01,1.203918264429727998e+02
5.000000000000000000e+01,4.678540088991768187e+01
5.100000000000000000e+01,1.222239012155007387e+01
5.200000000000000000e+01,2.388578739041837817e+00
5.300000000000000000e+01,1.428238329947341678e-01
5.400000000000000000e+01,7.933794312339076171e+00
5.500000000000000000e+01,4.148728648155159959e+01
5.600000000000000000e+01,7.515316303081461058e+01
5.700000000000000000e+01,8.163604802153992068e+01
5.800000000000000000e+01,4.772417962151399706e+01
5.900000000000000000e+01,3.505005464149388850e+00
6.000000000000000000e+01,3.989259488555568556e+00
6.100000000000000000e+01,1.841346078256398400e+01
6.200000000000000000e+01,6.810795353000692387e+01
6.300000000000000000e+01,1.182709519773600135e+02
6.400000000000000000e+01,1.084185735399078254e+02
6.500000000000000000e+01,4.511637014711858740e+01
